source_id,target_id,edge_type,notes
b1000:859,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:860,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:860,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:861,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:862,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:862,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:863,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:863,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:864,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:864,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:865,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:866,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:867,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:867,question:hindu-institution-generate,addresses,"Institutional, polity, temple, education, or social-organization material"
b1000:867,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:867,project:hindu-models-of-temple-management,supports_project,"Temple, tirtha, sacred-geography, or kshetra material for temple-management models"
b1000:868,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:868,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:869,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:869,question:hindu-institution-generate,addresses,"Institutional, polity, temple, education, or social-organization material"
b1000:869,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:869,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:869,project:hindu-models-of-temple-management,supports_project,"Temple, tirtha, sacred-geography, or kshetra material for temple-management models"
b1000:870,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:870,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:870,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:871,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:872,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:873,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:874,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:874,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:875,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:875,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:876,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:876,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:877,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:877,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:877,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:878,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:879,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:879,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:880,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:880,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:880,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:881,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:881,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:881,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:882,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:882,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:883,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:883,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:884,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:884,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:885,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:885,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:886,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:886,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:887,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:887,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:888,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:889,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:890,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:891,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:892,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:892,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:893,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
