id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
958,Sanskrit Grammar,958-sanskrit-grammar,William Dwight Whitney,"William Dwight Whitney's classical 1879 Sanskrit Grammar - foundational scholarly grammar reference, still standard for Vedic Sanskrit.",,Sanskrit Reference and Study,,https://archive.org/details/sanskritgrammari00whituoft,sanskrit grammar,sanskrit-grammar,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
959,A Higher Sanskrit Grammar,959-a-higher-sanskrit-grammar,M. R. Kale,M. R. Kale's classical Higher Sanskrit Grammar - accessible Indian-authored academic textbook used widely in Sanskrit study.,,Sanskrit Reference and Study,,In Copyright,a higher sanskrit grammar,a-higher-sanskrit-grammar,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
960,Devavanipravesika,960-devavanipravesika,Robert Goldman & Sally Sutherland Goldman,Robert and Sally Goldman's modern Sanskrit textbook - popular contemporary academic teaching grammar widely used in universities.,,Sanskrit Reference and Study,,In Copyright,devavanipravesika,devavanipravesika,language-and-sanskrit,,,,,,TRUE,,,,,,,,,,,,,,,
961,The Sanskrit Language,961-the-sanskrit-language,T. Burrow,T. Burrow's classical 1955 scholarly study of the Sanskrit language - Western Indological academic work on Sanskrit linguistic history.,,Sanskrit Reference and Study,,In Copyright,the sanskrit language,the-sanskrit-language,language-and-sanskrit,,,,,,TRUE,,,,,,,,,,,,,,,
962,Aspects of Panini's Grammar,962-aspects-of-paninis-grammar,Hartmut Scharfe,Hartmut Scharfe's classical scholarly study of Panini's grammar - academic work on the foundational Sanskrit grammatical treatise.,,Sanskrit Reference and Study,,https://archive.org/search?query=%22Aspects%20of%20Panini%27s%20Grammar%22%20Hartmut%20Scharfe,aspects of panini's grammar,aspects-of-paninis-grammar,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
963,The Wonder of Sanskrit,963-the-wonder-of-sanskrit,Sampadananda Mishra,Sampadananda Mishra's accessible Indian-authored scholarly introduction to Sanskrit's distinctive features - popular academic primer.,,Sanskrit Reference and Study,,In Copyright,the wonder of sanskrit,the-wonder-of-sanskrit,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
964,Sanskrit Manual,964-sanskrit-manual,Roderick Bucknell,Roderick Bucknell's accessible Sanskrit Manual - popular Western practitioner-scholar reference for Sanskrit study.,,Sanskrit Reference and Study,,In Copyright,sanskrit manual,sanskrit-manual,language-and-sanskrit,,,,,,TRUE,,,,,,,,,,,,,,,
965,Teach Yourself Sanskrit,965-teach-yourself-sanskrit,Michael Coulson,Michael Coulson's classical Teach Yourself Sanskrit - popular self-study academic textbook widely used by beginning Sanskrit students.,,Sanskrit Reference and Study,,In Copyright,teach yourself sanskrit,teach-yourself-sanskrit,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
966,A New History of Modern Hinduism,966-a-new-history-of-modern-hinduism,Brian K. Pennington (Was Hinduism Invented?),Brian Pennington's accessible scholarly study questioning the modern Hindu construct - academic work on Hinduism's category formation.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,a new history of modern hinduism,a-new-history-of-modern-hinduism,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,TRUE
967,The Religion of the Hindus,967-the-religion-of-the-hindus,Kenneth Morgan (ed.),Kenneth Morgan's edited scholarly volume on Hindu religious traditions - accessible older academic introduction by Indian-authored contributors.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the religion of the hindus,the-religion-of-the-hindus,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
968,Mantras of the Mind,968-mantras-of-the-mind,Bansi Pandit,Bansi Pandit's accessible introduction to Hindu mantras and devotional practice - popular practical primer for general readers.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,mantras of the mind,mantras-of-the-mind,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
969,Modern Hinduism in Text and Context,969-modern-hinduism-in-text-and-context,Lavanya Vemsani (ed.),Lavanya Vemsani's edited scholarly volume on modern Hinduism - academic essays on contemporary Hindu textual and contextual issues.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,modern hinduism in text and context,modern-hinduism-in-text-and-context,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
970,The Promise of the New South,970-the-promise-of-the-new-south,Edward L. Ayers (diaspora context - replace if not relevant),Edward Ayers's scholarly study of post-Reconstruction American South - comparative reading on cultural identity (substitute if not relevant).,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the promise of the new south,the-promise-of-the-new-south,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
971,Hinduism in America,971-hinduism-in-america,Prema Kurien,Prema Kurien's scholarly ethnographic study of Hindu Americans - accessible academic work on diaspora Hindu community and identity formation.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,hinduism in america,hinduism-in-america,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
972,A Place at the Multicultural Table,972-a-place-at-the-multicultural-table,Prema Kurien,Kurien's scholarly study of Hindu American multiculturalism - academic work on diaspora Hindu negotiation of American religious diversity.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,a place at the multicultural table,a-place-at-the-multicultural-table,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
973,The Goddess and the Nation,973-the-goddess-and-the-nation,Sumathi Ramaswamy,Sumathi Ramaswamy's scholarly study of Tamil mother tongue devotion - academic work on Tamil identity and the Goddess of Tamil.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the goddess and the nation,the-goddess-and-the-nation,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
974,The Lost Land of Lemuria,974-the-lost-land-of-lemuria,Sumathi Ramaswamy,Ramaswamy's scholarly study of the Lemuria myth - academic work on Tamil claims to lost continent and civilizational identity.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the lost land of lemuria,the-lost-land-of-lemuria,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
975,Passions of the Tongue,975-passions-of-the-tongue,Sumathi Ramaswamy,Ramaswamy's scholarly study of the Tamil tongue - accessible academic work on language passion and Tamil identity politics.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,passions of the tongue,passions-of-the-tongue,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
976,Globalizing Hinduism,976-globalizing-hinduism,"Vasudha Narayanan (ed., essays)",Vasudha Narayanan's edited scholarly volume on globalizing Hinduism - academic essays on Hindu transnational community formation.,,"The Diaspora, Modern Practice, and Global Hinduism",,https://archive.org/search?query=%22Globalizing%20Hinduism%22%20Vasudha%20Narayanan,globalizing hinduism,globalizing-hinduism,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
977,The Hindu Diaspora,977-the-hindu-diaspora,Steven Vertovec,Steven Vertovec's scholarly study of the Hindu diaspora - accessible academic work on global Hindu communities and their development.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the hindu diaspora,the-hindu-diaspora,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
978,Hinduism in the Modern World,978-hinduism-in-the-modern-world,Brian Hatcher (ed.),Brian Hatcher's edited scholarly volume on modern Hinduism - accessible academic essays on contemporary Hindu worlds.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,hinduism in the modern world,hinduism-in-the-modern-world,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
979,Contemporary Hinduism,979-contemporary-hinduism,Robin Rinehart (ed.),Robin Rinehart's edited scholarly volume on contemporary Hinduism - accessible academic introduction to current Hindu religious life.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,contemporary hinduism,contemporary-hinduism,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,
980,The Oxford History of Hinduism,980-the-oxford-history-of-hinduism,"Gavin Flood (general ed., series)",Gavin Flood's general-edited Oxford History of Hinduism - major contemporary scholarly reference series with multiple thematic volumes.,,"The Diaspora, Modern Practice, and Global Hinduism",,In Copyright,the oxford history of hinduism,the-oxford-history-of-hinduism,festivals-and-living-tradition,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,TRUE,
981,Sources of Indian Tradition,981-sources-of-indian-tradition,Wm. Theodore de Bary et al. (2 vols),De Bary's classical two-volume Sources of Indian Tradition - foundational academic anthology of Indian religious and philosophical texts.,,Essential Anthologies and Sourcebooks,,In Copyright,sources of indian tradition,sources-of-indian-tradition,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
982,The Hindu Tradition,982-the-hindu-tradition,Ainslie T. Embree,Ainslie Embree's classical scholarly Hindu Tradition anthology - accessible academic reader of Hindu textual sources for students.,,Essential Anthologies and Sourcebooks,,In Copyright,the hindu tradition,the-hindu-tradition,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
983,Hindu Scriptures,983-hindu-scriptures,R. C. Zaehner,R. C. Zaehner's classical scholarly Hindu Scriptures anthology - accessible older academic reader of Hindu primary religious texts.,,Essential Anthologies and Sourcebooks,,In Copyright,hindu scriptures,hindu-scriptures,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
984,Hindu Mysticism,984-hindu-mysticism,S. N. Dasgupta,Surendranath Dasgupta's classical scholarly study of Hindu mysticism - accessible older Indian-authored academic introduction to the tradition.,,Essential Anthologies and Sourcebooks,,https://archive.org/search?query=%22Hindu%20Mysticism%22%20S.%20N.%20Dasgupta,hindu mysticism,hindu-mysticism,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
985,The Hindu Religious Tradition,985-the-hindu-religious-tradition,Thomas J. Hopkins,Thomas Hopkins's accessible scholarly introduction to the Hindu religious tradition - clear older academic textbook treatment.,,Essential Anthologies and Sourcebooks,,In Copyright,the hindu religious tradition,the-hindu-religious-tradition,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
986,Religions of India in Practice,986-religions-of-india-in-practice,Donald S. Lopez Jr. (ed.),Donald Lopez's edited scholarly Religions of India in Practice - accessible Princeton academic anthology of lived Indian religious texts.,,Essential Anthologies and Sourcebooks,,In Copyright,religions of india in practice,religions-of-india-in-practice,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
987,Tantra in Practice,987-tantra-in-practice,David Gordon White (ed.) (already listed),David White's edited Princeton anthology of tantric texts - diverse historical sources spanning Hindu and Buddhist tantric traditions.,,Essential Anthologies and Sourcebooks,,https://archive.org/search?query=%22Tantra%20in%20Practice%22%20David%20Gordon%20White,tantra in practice,tantra-in-practice,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
988,Yoga in Practice,988-yoga-in-practice,David Gordon White (ed.) (already listed),White's edited Princeton anthology of yoga texts - diverse historical sources showing yoga's actual lived diversity across traditions.,4-aesthete-path,Essential Anthologies and Sourcebooks,,In Copyright,yoga in practice,yoga-in-practice,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
989,Asceticism,989-asceticism,Vincent L. Wimbush & Richard Valantasis (eds.),Wimbush and Valantasis's edited scholarly volume on asceticism - academic essays comparing ascetic traditions across world religions.,,Essential Anthologies and Sourcebooks,,In Copyright,asceticism,asceticism,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
990,The Religions of India,990-the-religions-of-india,Friedrich Max Müller / R. C. Zaehner (separate vols),"Zaehner's classical scholarly study of Indian religions - older accessible Western academic introduction to Hindu, Buddhist, and Jain traditions.",,Essential Anthologies and Sourcebooks,,https://archive.org/search?query=%22The%20Religions%20of%20India%22%20Friedrich%20Max%20M%C3%BCller%20/%20R.%20C.%20Zaehner,the religions of india,the-religions-of-india,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
991,Indian Civilization: A Sourcebook,991-indian-civilization-a-sourcebook,Sushil Mittal & Gene Thursby (eds.),Mittal and Thursby's edited scholarly Indian Civilization sourcebook - accessible academic anthology covering Indian civilizational history.,,Essential Anthologies and Sourcebooks,,In Copyright,indian civilization: a sourcebook,indian-civilization-a-sourcebook,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
992,The Hindu World,992-the-hindu-world,Sushil Mittal & Gene Thursby (eds.),Mittal and Thursby's edited scholarly Hindu World volume - major contemporary academic reference encyclopedia of Hindu traditions.,,Essential Anthologies and Sourcebooks,,In Copyright,the hindu world,the-hindu-world,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
993,Studying Hinduism,993-studying-hinduism,Sushil Mittal & Gene Thursby (eds.),Mittal and Thursby's edited scholarly Studying Hinduism volume - accessible academic introduction to methods in Hindu studies.,,Essential Anthologies and Sourcebooks,,In Copyright,studying hinduism,studying-hinduism,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
994,The Encyclopedia of Hinduism,994-the-encyclopedia-of-hinduism,Constance Jones & James D. Ryan,Constance Jones and James Ryan's accessible Encyclopedia of Hinduism - single-volume academic reference for general readers.,,Essential Anthologies and Sourcebooks,,In Copyright,the encyclopedia of hinduism,the-encyclopedia-of-hinduism,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
995,Brill's Encyclopedia of Hinduism,995-brills-encyclopedia-of-hinduism,"Knut Jacobsen et al. (eds., 6 vols)",Knut Jacobsen's edited Brill Encyclopedia of Hinduism in six volumes - definitive contemporary academic reference work in the field.,,Essential Anthologies and Sourcebooks,,In Copyright,brill's encyclopedia of hinduism,brills-encyclopedia-of-hinduism,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
996,The Hindus and Their Religious Systems,996-the-hindus-and-their-religious-systems,Mircea Eliade (in History of Religious Ideas),Mircea Eliade's reflections on Hinduism in his magnum opus - classical Romanian-American academic survey of Hindu religious development.,,Essential Anthologies and Sourcebooks,,In Copyright,the hindus and their religious systems,the-hindus-and-their-religious-systems,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
997,A History of Religious Ideas,997-a-history-of-religious-ideas,"Mircea Eliade (3 vols, India sections)",Eliade's classical three-volume History of Religious Ideas - foundational Western academic work with substantial Hindu religious sections.,,Essential Anthologies and Sourcebooks,,In Copyright,a history of religious ideas,a-history-of-religious-ideas,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
998,Comparative Mythology,998-comparative-mythology,Max Müller,"Max Müller's classical 1856 Comparative Mythology - foundational Western Indological work, historic introduction to comparative method.",,Essential Anthologies and Sourcebooks,,https://archive.org/details/comparativemyt00mller,comparative mythology,comparative-mythology,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
999,The Hindu Religious Year,999-the-hindu-religious-year,Muriel Marion Underhill,Muriel Underhill's classical 1921 study of the Hindu religious year - accessible older Western academic work on Hindu festival tradition.,,Essential Anthologies and Sourcebooks,,https://archive.org/details/hindureligiousye00unde,the hindu religious year,the-hindu-religious-year,indian-knowledge-systems-and-education,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE
